region,age,all,respondents,kadry_vysshej_kvalifikacii,vysshee,magistratura,specialitet,bakalavriat,nepolnoe_vysshee,srednee_professionalnoe,specialist_srednego_zvena,kvalificirovannyj_rabochij,srednee,osnovnoe,nachalnoe,doshkolnoe,ne_imejushhie_obrazovanija,iz_nih_negramotnye,ne_ukazavshie_uroven_obrazovanija
Тамбовская область,20-24 ,43082,37776,7,6712,560,1777,4375,1285,15183,10287,4896,11096,2938,429,-,126,44,5306
Тамбовская область,25-29 ,50449,43810,446,16781,2487,7824,6470,1201,17082,11312,5770,5296,2418,448,-,138,40,6639
Тамбовская область,30-34 ,73910,63503,827,22787,1522,15945,5320,1327,25443,16809,8634,8345,3810,767,-,197,67,10407
Тамбовская область,35-39 ,75548,65635,1003,21554,1348,15594,4612,1255,27027,17698,9329,9790,4028,789,-,189,67,9913
Тамбовская область,40-44 ,71846,63636,857,17413,1006,12968,3439,1091,28363,18417,9946,10575,4539,609,1,188,55,8210
Тамбовская область,45-49 ,71307,64849,848,14798,852,11258,2688,972,31363,20427,10936,11678,4490,535,-,165,60,6458
Тамбовская область,50-54 ,67280,61706,679,12075,578,9731,1766,836,31936,20830,11106,11578,4023,459,-,120,41,5574
Тамбовская область,55-59 ,74933,69277,732,11926,514,9871,1541,737,36013,23644,12369,14260,4928,552,-,129,49,5656
Тамбовская область,60-64 ,85329,79628,864,12131,507,10068,1556,678,40492,27274,13218,18117,6505,704,-,137,48,5701
Тамбовская область,65-69 ,71695,66783,698,9484,303,7827,1354,567,32706,22373,10333,15595,6831,814,-,88,30,4912
Тамбовская область,70 и более,123866,116042,1125,14055,466,11540,2049,798,38360,26930,11430,26308,22046,12937,6,407,61,7824
Тверская область,6-9,49165,40383,-,-,-,-,-,-,-,-,-,-,-,-,31102,9281,139,8782
Тверская область,10-14,60531,51822,-,-,-,-,-,-,-,-,-,-,-,45528,5529,765,25,8709
Тверская область,15-17,33383,28894,-,-,-,-,-,-,43,-,43,5280,17294,6073,14,190,5,4489
Тверская область,18-19 ,22881,19277,-,-,-,-,-,-,3030,1959,1071,11342,4620,244,3,38,10,3604
Тверская область,20-24 ,52786,41102,121,6355,500,1363,4492,1150,17296,11552,5744,12509,3282,291,6,92,26,11684
Тверская область,25-29 ,58508,44308,493,13738,1894,5700,6144,1396,19071,12529,6542,6361,2737,385,12,115,49,14200
Тверская область,30-34 ,96554,72520,928,22335,1374,15202,5759,1850,31842,20631,11211,10047,4578,728,18,194,71,24034
Тверская область,35-39 ,103468,79855,1090,23855,1192,17481,5182,1796,35449,22814,12635,11334,5266,850,10,205,73,23613
Тверская область,40-44 ,94353,74070,1071,19682,1127,14571,3984,1469,34883,22409,12474,11114,4998,663,10,180,61,20283
Тверская область,45-49 ,87346,69880,982,16367,931,12443,2993,1128,35662,23044,12618,10865,4296,428,6,146,47,17466
Тверская область,50-54 ,79335,64060,909,13187,766,10448,1973,1031,35272,22975,12297,10061,3151,347,5,97,25,15275
Тверская область,55-59 ,89220,73405,1050,14031,791,11450,1790,1036,41086,27149,13937,12181,3613,318,5,85,23,15815
Тверская область,60-64 ,103638,87080,1256,14774,775,12181,1818,971,48131,32393,15738,16344,5080,450,1,73,16,16558
Тверская область,65-69 ,89958,75919,1269,12551,608,10347,1596,777,40068,27448,12620,15040,5636,523,4,51,4,14039
Тверская область,70 и более,153667,128033,2160,19613,824,16062,2727,1178,51673,35983,15690,25848,19439,7912,20,190,21,25634
Тульская область,6-9,57243,51434,-,-,-,-,-,-,-,-,-,-,-,-,39099,12335,223,5809
Тульская область,10-14,67638,62705,-,-,-,-,-,-,-,-,-,-,-,52224,9375,1106,30,4933
Тульская область,15-17,37516,34447,-,-,-,-,-,-,38,-,38,7427,19789,6951,1,241,21,3069
Тульская область,18-19 ,25728,23019,-,-,-,-,-,-,3797,2330,1467,14619,4285,261,-,57,29,2709
Тульская область,20-24 ,62608,53722,24,9884,793,1894,7197,2047,20834,13133,7701,17041,3363,387,-,142,92,8886
Тульская область,25-29 ,74532,64187,572,23439,3320,9686,10433,2603,26033,16082,9951,8007,2926,420,-,187,117,10345
Тульская область,30-34 ,115060,98416,1053,34471,2433,22450,9588,2926,41374,25835,15539,12703,4827,810,-,252,139,16644
Тульская область,35-39 ,126358,107864,1213,35159,2216,24307,8636,2878,47196,29139,18057,14633,5628,906,-,251,140,18494
Тульская область,40-44 ,119330,101908,1052,29243,1759,20713,6771,2411,48220,29882,18338,14439,5718,618,-,207,96,17422
Тульская область,45-49 ,115760,99356,1036,25656,1524,18560,5572,2079,49785,30805,18980,14772,5350,500,-,178,91,16404
Тульская область,50-54 ,101891,87367,984,19493,1180,14827,3486,1641,46937,29331,17606,13385,4409,367,-,151,83,14524
Тульская область,55-59 ,104284,90195,1016,17965,1066,14071,2828,1430,49061,30777,18284,15480,4731,365,-,147,79,14089
Тульская область,60-64 ,123418,108088,1102,18235,1061,14368,2806,1366,58062,36779,21283,22100,6507,584,-,132,78,15330
Тульская область,65-69 ,109516,95773,985,15590,788,12280,2522,1079,48796,31420,17376,21346,7152,721,-,104,62,13743
Тульская область,70 и более,193983,168411,1777,24025,971,19214,3840,1491,61392,40068,21324,40941,27751,10753,-,281,57,25572
Ярославская область,6-9,57117,44035,-,-,-,-,-,-,-,-,-,-,-,-,33760,10275,87,13082
Ярославская область,10-14,64344,53050,-,-,-,-,-,-,-,-,-,-,-,41470,10756,824,10,11294
Ярославская область,15-17,35057,28819,-,-,-,-,-,-,-,-,-,5635,16848,6100,1,235,13,6238
Ярославская область,18-19 ,25105,20314,-,-,-,-,-,-,3711,2310,1401,11681,4652,232,-,38,4,4791
Ярославская область,20-24 ,53965,40683,-,6817,588,1161,5068,1205,17078,11112,5966,12031,3224,230,-,98,26,13282
Ярославская область,25-29 ,54853,40888,460,15557,2313,5641,7603,1114,16907,11051,5856,4811,1765,180,-,94,24,13965
Ярославская область,30-34 ,88780,66510,1076,24998,1521,16744,6733,1798,27619,17463,10156,7521,2878,464,1,155,54,22270
Ярославская область,35-39 ,99850,74760,1444,28081,1523,19969,6589,1780,30449,19037,11412,8863,3493,484,-,166,52,25090
Ярославская область,40-44 ,92766,70202,1353,24131,1401,17519,5211,1311,30330,18868,11462,8929,3569,422,-,157,39,22564
Ярославская область,45-49 ,87488,66855,1304,19815,1308,14570,3937,1106,31966,20209,11757,9004,3235,295,-,130,33,20633
Ярославская область,50-54 ,78305,59646,1103,15630,992,12041,2597,952,31067,19882,11185,8103,2454,232,-,105,27,18659
Ярославская область,55-59 ,82927,65356,1223,15671,1039,12518,2114,836,35070,22312,12758,9521,2656,264,-,115,23,17571
Ярославская область,60-64 ,91434,74164,1342,15358,804,12492,2062,838,39604,25840,13764,12725,3830,357,1,109,29,17270
Ярославская область,65-69 ,81979,67502,1244,13145,617,10710,1818,651,34660,23004,11656,12712,4478,510,-,102,25,14477
Ярославская область,70 и более,147416,119787,2114,20767,781,17034,2952,1098,48056,32664,15392,23902,16404,7190,-,256,30,27629
г. Москва,6-9,488493,339618,-,-,-,-,-,-,-,-,-,-,-,-,261068,78550,416,148875
г. Москва,10-14,579930,412791,-,-,-,-,-,-,-,-,-,-,-,396200,12542,4049,89,167139
г. Москва,15-17,339549,233791,-,-,-,-,-,-,352,-,352,45832,133330,52676,349,1252,48,105758
г. Москва,18-19 ,280896,188047,-,-,-,-,-,-,18921,10416,8505,130171,34658,3942,132,223,39,92849
г. Москва,20-24 ,849562,518639,14,129023,8923,18268,101832,28677,101709,56300,45409,193821,58391,6232,231,541,165,330923
г. Москва,25-29 ,721033,461476,5199,244838,44186,83636,117016,31586,104341,58645,45696,41047,31093,2745,130,497,177,259557
г. Москва,30-34 ,1092254,703239,12800,373972,43041,205034,125897,40980,170891,95890,75001,53104,44952,5092,621,827,319,389015
г. Москва,35-39 ,1217234,782903,16234,406290,43308,236619,126363,43072,201912,112535,89377,57319,50707,6023,578,768,176,434331
г. Москва,40-44 ,1098189,716755,17416,353818,37502,212330,103986,38307,200570,111354,89216,54289,46540,4682,541,592,95,381434
г. Москва,45-49 ,963489,632886,16382,294889,31194,181035,82660,32838,194430,108714,85716,50207,39276,3854,495,515,76,330603
г. Москва,50-54 ,852332,562086,14987,234524,24020,150751,59753,28174,196880,110275,86605,48355,35931,2768,95,372,58,290246
г. Москва,55-59 ,853349,558410,15429,213520,21817,141002,50701,27021,209392,118165,91227,53475,35983,3086,106,398,41,294939
г. Москва,60-64 ,885367,591256,16603,202004,20348,135792,45864,25444,237160,135199,101961,68239,38381,2860,109,456,32,294111
г. Москва,65-69 ,753203,498989,14692,158661,14864,107273,36524,20646,204291,117740,86551,62133,35371,2710,100,385,35,254214
г. Москва,70 и более,1474407,987221,29625,258647,24001,176551,58095,35409,386724,218525,168199,164008,94999,16026,259,1524,52,487186
Северо-Западный федеральный округ,6-9,598303,470843,-,-,-,-,-,-,-,-,-,-,-,-,359229,111614,939,127460
Северо-Западный федеральный округ,10-14,684592,559988,-,-,-,-,-,-,-,-,-,-,-,476479,74977,8532,243,124604
Северо-Западный федеральный округ,15-17,382851,309923,-,-,-,-,-,-,252,-,252,56776,189157,61319,135,2284,181,72928
Северо-Западный федеральный округ,18-19 ,291037,229116,-,-,-,-,-,-,35141,21532,13609,144804,46416,2325,23,407,117,61921
Северо-Западный федеральный округ,20-24 ,694112,507627,601,91764,5635,17113,69016,22596,177261,110440,66821,172201,39585,2633,89,897,367,186485
Северо-Западный федеральный округ,25-29 ,706533,514531,5425,211957,31644,82515,97798,25898,183982,114924,69058,58651,25401,2066,35,1116,489,192002
Северо-Западный федеральный округ,30-34 ,1153243,837759,12318,350422,28978,226557,94887,35245,306231,188154,118077,86781,40606,4456,65,1635,651,315484
Северо-Западный федеральный округ,35-39 ,1278390,929569,16118,385780,27695,266507,91578,35336,343428,210274,133154,95309,46402,5201,62,1933,685,348821
Северо-Западный федеральный округ,40-44 ,1130445,840325,15919,323209,23774,228799,70636,28632,330522,202080,128442,91549,44708,4132,35,1619,581,290120
Северо-Западный федеральный округ,45-49 ,1016681,767385,14897,266694,20057,192405,54232,23239,333473,204111,129362,87151,37696,2852,41,1342,426,249296
Северо-Западный федеральный округ,50-54 ,891024,680589,12807,207014,15642,155490,35882,19713,334134,205926,128208,75693,28020,2154,32,1022,349,210435
Северо-Западный федеральный округ,55-59 ,939345,729128,13864,197570,14466,152340,30764,18323,376635,234973,141662,88963,30663,2119,32,959,299,210217
Северо-Западный федеральный округ,60-64 ,1029713,817994,15491,194269,13735,151652,28882,17725,429182,273776,155406,118033,38628,3680,31,955,277,211719
Северо-Западный федеральный округ,65-69 ,889372,709737,14443,158552,9644,124751,24157,14412,362036,235762,126274,110661,44301,4548,15,769,186,179635
Северо-Западный федеральный округ,70 и более,1484978,1171971,25525,236648,13291,186925,36432,20558,500954,325518,175436,200245,134154,51596,73,2218,307,313007
Республика Карелия,6-9,25736,21906,-,-,-,-,-,-,-,-,-,-,-,-,16965,4941,35,3830
Республика Карелия,10-14,30491,27139,-,-,-,-,-,-,-,-,-,-,-,21340,5451,348,3,3352
Республика Карелия,15-17,16768,14982,-,-,-,-,-,-,-,-,-,2238,10392,2255,-,97,8,1786
Республика Карелия,18-19 ,10006,8575,-,-,-,-,-,-,1152,689,463,5366,2037,4,-,16,7,1431
Республика Карелия,20-24 ,20434,17392,-,2520,172,433,1915,651,6988,4388,2600,5532,1658,7,-,36,15,3042
Республика Карелия,25-29 ,22099,18616,143,6055,659,2149,3247,837,7594,4686,2908,2621,1333,8,-,25,8,3483
Республика Карелия,30-34 ,38824,32719,364,10904,606,7372,2926,1053,13857,8266,5591,4281,2202,17,-,41,15,6105
Республика Карелия,35-39 ,44539,37723,465,13185,686,9360,3139,1014,15408,9103,6305,4828,2751,19,-,53,13,6816
Республика Карелия,40-44 ,41045,35322,455,11469,668,8202,2599,712,14691,8878,5813,4991,2932,18,-,54,21,5723
Республика Карелия,45-49 ,39597,34712,490,9999,605,7319,2075,614,15743,9493,6250,5205,2608,12,-,41,15,4885
Республика Карелия,50-54 ,34292,30407,412,7672,483,5952,1237,512,16231,9962,6269,4043,1503,10,-,24,12,3885
Республика Карелия,55-59 ,37647,33638,506,7373,418,6020,935,488,18911,11750,7161,4802,1537,4,-,17,5,4009
Республика Карелия,60-64 ,43751,39565,532,7703,358,6378,967,483,22438,14019,8419,6157,2040,192,-,20,11,4186
Республика Карелия,65-69 ,38284,34755,562,6629,271,5454,904,362,18695,12260,6435,5659,2553,283,-,12,6,3529
Республика Карелия,70 и более,60091,54343,1017,10286,329,8511,1446,597,23115,15718,7397,7860,7625,3741,-,102,14,5748
Республика Коми,6-9,40262,30885,-,-,-,-,-,-,-,-,-,-,-,-,23879,7006,94,9377
Республика Коми,10-14,45365,36815,-,-,-,-,-,-,-,-,-,-,-,28926,7271,618,72,8550
Республика Коми,15-17,24490,19517,-,-,-,-,-,-,-,-,-,2957,13059,3289,-,212,61,4973
Республика Коми,18-19 ,14487,10464,-,-,-,-,-,-,1856,1129,727,5792,2755,23,-,38,16,4023
Республика Коми,20-24 ,29514,21171,-,3069,147,499,2423,622,9231,5814,3417,5937,2158,37,-,117,65,8343
Республика Коми,25-29 ,35222,25615,263,8403,1104,2801,4498,1000,10820,6801,4019,3440,1518,36,-,135,70,9607
Республика Коми,30-34 ,57062,41392,551,14394,802,9897,3695,1247,17233,10506,6727,5233,2473,86,-,175,95,15670
Республика Коми,35-39 ,67678,49892,855,18085,983,12979,4123,1171,19869,12188,7681,6211,3348,142,-,211,98,17786
Республика Коми,40-44 ,60500,45857,835,15333,883,11270,3180,824,18918,11415,7503,6283,3394,128,-,142,57,14643
Республика Коми,45-49 ,55611,43154,671,12414,804,9173,2437,680,20028,12307,7721,6227,2934,81,-,119,38,12457
Республика Коми,50-54 ,47825,37526,567,8588,547,6642,1399,512,20429,12587,7842,5332,1925,56,-,117,36,10299
Республика Коми,55-59 ,51320,41596,577,7542,500,6058,984,465,24117,15212,8905,6413,2286,64,-,132,46,9724
Республика Коми,60-64 ,56231,45903,683,7287,391,6040,856,451,26107,16937,9170,7588,3280,390,-,117,21,10328
Республика Коми,65-69 ,44277,36222,578,5629,227,4704,698,339,19646,13065,6581,5965,3509,485,-,71,14,8055
Республика Коми,70 и более,63151,49915,924,7610,258,6350,1002,462,22160,15245,6915,7905,7232,3429,-,193,26,13236
Ненецкий автономный округ,6-9,2598,2210,-,-,-,-,-,-,-,-,-,-,-,-,1642,568,14,388
